Unnamed: 0,Actual frequency,FCR Requested,System imbalance,Net regulation volume,GUV,IGCC+,aFRR+,GDV,IGCC-,aFRR-,Total,Alpha,Marginal incremental price,Marginal decremental price,Positive imbalance price,Negative imbalance price,Measured & Upscaled,Monitored capacity,Load factor,Total Load,wp_Measured & Upscaled,wp_Monitored capacity,wp_Load factor,weath_air_temperature,weath_precipitation,weath_wind_speed,weath_wind_direction
2023-05-07 21:45:00,50.012,-5.28,-152.097,140.36,140.36,135.757,4.603,0.0,0.0,0.0,8266.7,0.79,141.5,50.7,142.29,142.29,0.0,22286.424,0.0,7994.16,33.53,5211.99,0.03,13.545,0.0,1.57,304.25
2023-05-07 21:30:00,50.019,-8.36,61.252,-164.432,0.63,0.63,0.0,165.062,38.12,126.942,8266.7,0.0,141.5,-359.17,-359.17,-359.17,0.0,22286.424,0.0,7914.45,29.33,5211.990000000001,0.02,13.5675,0.0,1.4075,148.35
2023-05-07 21:15:00,49.979,9.24,-383.707,295.043,295.043,64.35,108.593,0.0,0.0,0.0,8266.7,11.85,230.03,50.7,241.89,241.89,0.0,22286.424,0.0,8096.3,27.18,5211.99,0.02,13.53,0.0,1.795,148.65
2023-05-07 21:00:00,49.999,0.44,151.16,-149.294,0.0,0.0,0.0,149.294,123.344,25.95,8266.7,0.8,141.5,46.85,46.05,46.05,0.0,22286.424,0.0,8187.23,27.62,5211.99,0.02,13.4775,0.0,1.85,236.95
2023-05-07 20:45:00,50.028,-12.32,8.05,-2.151,75.0,0.0,0.0,77.151,72.559,4.592,8266.7,0.0,227.82,49.87,49.87,49.87,0.0,22286.424,0.0,8201.35,30.88,5211.99,0.03,13.48,0.0,1.905,154.70000000000002
2023-05-07 20:30:00,50.021,-9.24,-257.027,280.089,280.089,49.592,88.397,0.0,0.0,0.0,8266.7,5.23,227.82,50.7,233.05,233.05,0.0,22286.424,0.0,8272.55,26.65,5211.99,0.02,13.56,0.0,1.8975,158.35
2023-05-07 20:15:00,49.983,7.48,11.488,-56.785,7.375,7.375,0.0,64.16,57.435,6.725,8266.7,0.0,141.5,46.74,46.74,46.74,0.0,22286.424,0.0,8426.01,25.07,5211.99,0.02,13.525,0.0,1.58,175.6
2023-05-07 20:00:00,49.991,3.96,-26.632,28.616,182.1,0.0,0.0,153.484,142.387,11.097,8266.7,0.0,225.64,46.98,225.64,225.64,0.0,22286.424,0.0,8281.92,25.58,5211.99,0.02,13.6175,0.0,1.32,100.525
2023-05-07 19:45:00,50.004,-1.76,-245.192,202.505,206.407,104.487,1.92,3.902,0.0,3.902,8266.7,6.18,222.04,50.7,228.22,228.22,0.0,22286.424,0.0,8450.93,28.21,5211.99,0.03,13.785,0.0,1.49,22.85
2023-05-07 19:30:00,50.0,0.0,-267.23,208.655,208.655,87.545,29.01,0.0,0.0,0.0,8266.7,5.19,225.64,50.7,230.83,230.83,0.0,22286.424,0.0,8554.34,31.28,5211.99,0.03,13.815,0.0,1.49,113.65
2023-05-07 19:15:00,50.005,-2.2,-280.431,240.137,240.137,69.817,28.22,0.0,0.0,0.0,8266.7,7.95,225.64,50.7,233.59,233.59,0.006,22286.424,0.0,8518.7,35.33,5211.99,0.04,13.905,0.0,1.835,212.7
2023-05-07 19:00:00,49.996,1.76,-344.223,196.704,203.252,110.885,0.267,6.548,0.0,6.548,8266.7,11.2,225.64,45.81,236.84,236.84,27.603,22286.424,1.332,8520.96,33.22,5211.99,0.03,14.13,0.0,1.885,190.75
2023-05-07 18:45:00,49.996,1.76,-196.79,160.001,160.001,119.254,40.747,0.0,0.0,0.0,8266.7,1.01,145.22,50.7,146.23,146.23,130.259,22286.424,6.24,8428.07,41.09,5211.99,0.05,14.25,0.0,1.995,180.25
2023-05-07 18:30:00,49.976,10.56,-42.168,30.408,30.412,17.412,13.0,0.004,0.0,0.004,8266.7,0.0,141.5,50.7,141.5,141.5,303.807,22286.424,14.976,8312.67,46.92,5211.99,0.05,14.335,0.0,1.785,178.3
2023-05-07 18:15:00,50.024,-10.56,-46.331,53.247,53.254,40.444,12.81,0.007,0.0,0.007,8266.7,0.0,141.5,50.7,141.5,141.5,512.63,22286.424,26.169,8442.7,57.29,5211.99,0.06,14.435,0.0,1.875,179.79999999999998
2023-05-07 18:00:00,50.03,-13.2,31.987,-99.509,45.649,3.303,0.246,145.158,136.449,8.709,8266.7,0.0,219.0,45.7,45.7,45.7,727.438,22286.424,38.419,8398.1,59.93,5211.99,0.07,14.45,0.0,2.1975,177.45000000000002
2023-05-07 17:45:00,49.987,5.72,-159.277,156.044,160.245,15.391,7.254,4.201,4.201,0.0,8266.7,1.94,225.64,45.7,227.58,227.58,936.996,22286.424,50.875,8434.08,63.63,5211.99,0.08,14.455,0.0,2.495,176.0
2023-05-07 17:30:00,50.001,-0.44,-41.278,-7.577,20.104,20.017,0.087,27.682,22.931,4.751,8266.7,0.0,136.5,45.7,136.5,136.5,1175.129,22286.424000000003,65.687,8527.02,54.39,5211.990000000001,0.07,14.4925,0.0,2.4375,256.45
2023-05-07 17:15:00,49.996,1.76,-36.323,-0.253,15.944,15.917,0.027,16.197,13.953,2.244,8266.7,0.0,141.5,45.7,141.5,141.5,1461.561,22286.424,83.382,8605.03,38.27,5211.990000000001,0.04,14.63,0.0,3.09,343.35
2023-05-07 17:00:00,50.037,-16.28,-99.886,151.994,151.994,74.206,40.188,0.0,0.0,0.0,8266.7,0.0,219.0,45.7,219.0,219.0,1771.687,22286.424,102.655,8511.78,41.5,5211.99,0.05,14.845,0.0,3.3475,344.725
2023-05-07 16:45:00,49.987,5.72,-278.459,328.171,328.171,235.94,54.631,0.0,0.0,0.0,8266.7,5.82,219.0,50.7,224.82,224.82,2111.51,22286.424,124.093,8471.74,40.82,5211.99,0.04,14.815,0.0,3.325,340.35
2023-05-07 16:30:00,50.004,-1.76,-76.057,155.732,155.732,93.701,62.031,0.0,0.0,0.0,8266.7,0.0,163.64,50.7,163.64,163.64,2427.847,22286.424,144.892,8480.98,48.8,5211.99,0.05,14.9575,0.0,3.1525,338.125
2023-05-07 16:15:00,49.966,14.96,30.947,-27.14,0.267,0.267,0.0,27.407,25.812,1.595,8266.7,0.0,141.5,45.7,45.7,45.7,2712.467,22286.424,164.252,8277.33,51.98,5211.99,0.07,15.055,0.0,3.185,343.65
2023-05-07 16:00:00,50.03,-13.2,270.258,-208.98,0.0,0.0,0.0,208.98,203.8,5.18,8266.7,6.41,141.5,47.71,41.3,41.3,3098.804,22286.424,187.486,8269.44,48.77,5211.99,0.05,15.02,0.0,3.2750000000000004,346.8
2023-05-07 15:45:00,49.965,15.4,-356.429,187.208,187.208,0.0,54.608,0.0,0.0,0.0,8266.7,7.02,247.27,50.7,254.3,254.3,3493.8610000000003,22286.424,209.255,8080.68,58.03,5211.99,0.06,15.155,0.0,2.9,342.85
2023-05-07 15:30:00,49.979,9.24,95.15,19.016,132.6,0.0,0.0,113.584,99.721,13.863,8266.7,0.0,219.0,36.0,36.0,36.0,3774.021,22286.424,224.231,8054.21,47.45,5211.99,0.05,15.3025,0.0,3.2825,323.525
2023-05-07 15:15:00,50.029,-12.76,51.315,-51.181,0.0,0.0,0.0,51.181,7.818,43.363,8266.7,0.0,141.5,-237.04,-237.04,-237.04,3998.805,22286.424,236.316,8227.0,56.23,5211.99,0.05,15.24,0.0,3.255,328.85
2023-05-07 15:00:00,50.013,-5.72,-222.701,251.506,251.506,168.127,83.379,0.0,0.0,0.0,8266.7,1.83,197.02,48.43,198.85,198.85,4158.027,22286.424,244.456,8073.57,54.93,5211.990000000001,0.06,15.145,0.0,3.3625,338.425
2023-05-07 14:45:00,49.971,12.76,162.788,-181.753,0.915,0.0,0.915,182.668,182.132,0.536,8266.7,1.36,141.5,48.43,47.07,47.07,4323.34,22286.424,253.279,8046.9,59.45,5211.99,0.07,15.05,0.0,3.12,333.6
2023-05-07 14:30:00,49.989,4.84,82.97,-93.418,0.0,0.0,0.0,93.418,92.501,0.917,8266.7,0.0,141.5,16.98,16.98,16.98,4408.159,22286.424,258.634,8049.71,60.07,5211.990000000001,0.06,15.2,0.0225,3.3325,330.9
2023-05-07 14:15:00,50.016,-7.04,-278.8,247.989,252.913,120.274,0.039,4.925,0.0,4.925,8266.7,8.11,219.0,11.98,227.11,227.11,4485.476,22286.424,264.77,8197.17,56.57,5211.99,0.05,15.23,0.035,3.66,327.4
2023-05-07 14:00:00,49.983,7.48,-290.598,140.135,140.135,89.166,50.969,0.0,0.0,0.0,8266.7,1.9,187.43,11.98,189.33,189.33,4583.763,22286.424,273.404,8099.83,49.09,5211.99,0.05,15.25,0.05,2.985,320.67499999999995
2023-05-07 13:45:00,50.002,-0.88,70.711,-5.696,52.785,0.0,52.785,58.481,58.481,0.0,8266.7,0.0,160.56,-2.01,-2.01,-2.01,4743.02,22286.424,285.086,8059.32,45.96,5211.99,0.05,15.385000000000002,0.03,2.97,326.20000000000005
2023-05-07 13:30:00,49.984,7.04,-79.704,19.039,19.039,0.0,19.039,0.0,0.0,0.0,8266.7,0.0,210.99,-2.01,210.99,210.99,4937.755,22286.424,296.207,8147.81,40.13,5211.99,0.05,15.4575,0.0325,3.1825,328.6
2023-05-07 13:15:00,50.016,-7.04,104.389,-21.248,73.677,0.0,73.677,94.925,94.925,0.0,8266.7,0.0,168.98,-2.01,-2.01,-2.01,5093.004,22286.424,304.58,8200.94,40.07,5211.99,0.05,15.64,0.015,2.91,313.79999999999995
2023-05-07 13:00:00,50.005,-2.2,205.648,-52.734,39.227,0.0,39.227,91.961,91.961,0.0,8266.7,1.0,181.91,-2.01,-3.01,-3.01,5119.015,22286.424,307.177,8281.41,39.42999999999999,5211.99,0.05,15.43,0.015,2.48,314.825
2023-05-07 12:45:00,50.004,-1.76,166.041,-129.55,0.0,0.0,0.0,129.55,48.571,80.979,8266.7,0.0,141.5,-414.84,-414.84,-414.84,5040.9890000000005,22286.424,304.161,8267.03,34.33,5211.99,0.05,15.09,0.0,2.06,151.1
2023-05-07 12:30:00,50.005,-2.2,-48.22,8.335,8.335,0.0,8.335,0.0,0.0,0.0,8266.7,0.0,169.48,3.4,169.48,169.48,4963.207,22286.424,300.806,8254.57,35.26,5211.99,0.05,15.0,0.0075,2.255,236.1
2023-05-07 12:15:00,50.021,-9.24,90.664,-91.662,0.117,0.0,0.117,91.779,90.818,0.961,8266.7,0.0,141.5,3.4,3.4,3.4,4881.637,22286.424,296.952,8143.59,33.09,5211.99,0.05,14.96,0.0,2.7,318.9
2023-05-07 12:00:00,50.012,-5.28,178.877,26.167,100.6,0.0,0.0,74.433,66.448,7.985,8266.7,0.0,200.0,-216.86,-216.86,-216.86,4775.085,22286.424,291.782,8167.02,32.89,5211.99,0.04,14.87,0.0,2.99,323.55
2023-05-07 11:45:00,50.053,-23.32,98.068,-28.157,100.6,0.0,0.0,128.757,8.671,120.086,8266.7,0.0,200.0,-403.95,-403.95,-403.95,4572.097,22286.424,280.669,8367.03,33.3,5211.99,0.04,15.16,0.0,2.98,321.45
2023-05-07 11:30:00,50.036,-15.84,-158.524,228.934,229.103,0.0,79.103,0.169,0.169,0.0,8266.7,1.89,212.7,22.76,214.59,214.59,4388.2,22286.424,270.176,8419.83,27.29,5211.99,0.04,14.8725,0.015,2.83,319.2
2023-05-07 11:15:00,50.005,-2.2,135.707,-52.965,0.0,0.0,0.0,52.965,37.603,15.362,8266.7,0.0,141.5,-502.48,-502.48,-502.48,4226.9130000000005,22286.424000000003,261.415,8477.44,23.08,5211.990000000001,0.04,14.785,0.015,2.835,316.85
2023-05-07 11:00:00,50.012,-5.28,-100.98,-1.944,3.001,2.174,0.827,4.945,3.754,1.191,8266.7,0.0,141.5,26.18,141.5,141.5,4183.109,22286.424,259.172,8579.3,17.31,5211.99,0.05,15.2975,0.0,2.4525,311.05
2023-05-07 10:45:00,50.005,-2.2,51.326,-61.77,0.236,0.236,0.0,62.006,49.618,12.388,8266.7,0.0,141.5,21.05,21.05,21.05,4197.576999999999,22286.424,259.675,8805.67,8.139999999999999,5211.99,0.03,15.39,0.015,2.23,303.35
2023-05-07 10:30:00,50.004,-1.76,-98.12,93.192,93.192,86.216,6.976,0.0,0.0,0.0,8266.7,0.0,141.5,26.18,141.5,141.5,4254.207,22286.424,262.512,8703.85,5.369999999999999,5211.99,0.02,15.2425,0.165,2.2875,303.67499999999995
2023-05-07 10:15:00,50.016,-7.04,25.693,-41.346,0.0,0.0,0.0,41.346,10.718,30.628,8266.7,0.0,141.5,21.88,21.88,21.88,4282.665,22286.424,264.318,8705.41,6.42,5211.99,0.03,15.3,0.0,2.09,291.70000000000005
2023-05-07 10:00:00,49.998,0.88,-245.664,71.265,71.265,52.2,19.065,0.0,0.0,0.0,8266.7,1.38,182.0,29.65,183.38,183.38,4302.384,22286.424,265.881,8759.17,4.75,5211.99,0.01,15.2275,0.0,2.2725,284.625
2023-05-07 09:45:00,50.025,-11.0,-142.853,21.7,21.7,0.0,21.7,0.0,0.0,0.0,8266.7,0.0,147.16,29.65,147.16,147.16,4288.588,22286.424,266.95,8829.06,14.369999999999996,5211.99,0.04,15.135,0.0,2.25,288.7
2023-05-07 09:30:00,50.009,-3.96,-87.944,2.979,2.979,0.0,2.979,0.0,0.0,0.0,8266.7,0.0,146.17,29.65,146.17,146.17,4233.728,22286.424,265.239,8861.32,14.29,5211.99,0.04,15.2125,0.0475,1.76,293.325
2023-05-07 09:15:00,50.022,-9.68,45.336,-105.252,0.0,0.0,0.0,105.252,22.235,83.017,8266.7,0.0,141.5,-162.33,-162.33,-162.33,4117.857,22286.424,259.777,8707.13,22.5,5211.99,0.05,15.405,0.07,1.805,303.55
2023-05-07 09:00:00,50.025,-11.0,-132.5,112.0,112.0,0.0,112.0,0.0,0.0,0.0,8266.7,0.0,230.24,37.98,230.24,230.24,3960.074,22286.424,250.54,8608.81,25.4,5211.99,0.05,15.2275,0.0075,1.9925,302.7
2023-05-07 08:45:00,50.032,-14.08,121.804,-114.787,0.0,0.0,0.0,114.787,105.966,8.821,8266.7,0.0,141.5,-64.08,-64.08,-64.08,3859.114,22286.424,244.28,8690.24,19.19,5211.99,0.05,15.0,0.0,2.075,298.65
2023-05-07 08:30:00,50.015,-6.6,41.402,-39.512,2.307,0.0,2.307,41.819,41.744,0.075,8266.7,0.0,141.5,37.98,37.98,37.98,3825.908,22286.424,241.466,8485.25,14.62,5211.99,0.02,15.185,0.0,1.9525,297.1
2023-05-07 08:15:00,49.991,3.96,-32.176,8.778,10.055,0.0,10.055,1.277,1.277,0.0,8266.7,0.0,141.5,37.98,141.5,141.5,3624.157,22286.424,229.613,8309.24,16.1,5211.99,0.02,15.54,0.0,1.965,301.0
2023-05-07 08:00:00,50.028,-12.32,-95.214,36.214,36.214,0.0,36.214,0.0,0.0,0.0,8266.7,0.0,142.07,47.84,142.07,142.07,3329.837,22286.424,213.013,8248.11,11.759999999999998,5211.99,0.02,15.5775,0.0,0.885,99.975
2023-05-07 07:45:00,49.996,1.76,-152.249,30.234,30.234,0.0,30.234,0.0,0.0,0.0,8266.7,1.0,141.54,47.84,142.54,142.54,3047.6890000000003,22286.424,195.937,8206.08,6.890000000000001,5211.99,0.01,15.2,0.0,0.7749999999999999,262.9
2023-05-07 07:30:00,50.012,-5.28,-190.456,34.589,34.589,0.0,34.589,0.0,0.0,0.0,8266.7,0.91,178.4,47.84,179.31,179.31,2773.009,22286.424,178.843,7971.13,9.51,5211.99,0.01,14.89,0.0,1.035,107.5
2023-05-07 07:15:00,50.016,-7.04,-13.044,18.736,35.499,0.0,35.499,16.763,16.763,0.0,8266.7,0.0,141.5,47.84,141.5,141.5,2496.889,22286.424,162.279,7973.76,15.5,5211.99,0.02,14.8,0.0,1.115,283.3
2023-05-07 07:00:00,50.011,-4.84,-3.2,-33.966,0.0,0.0,0.0,33.966,30.577,3.389,8266.7,0.0,141.5,37.64,141.5,141.5,2222.158,22286.424,145.2,7841.65,31.2,5211.99,0.05,14.765,0.0,1.265,227.725
2023-05-07 06:45:00,50.03,-13.2,60.443,-10.609,30.257,0.0,30.257,40.866,40.499,0.367,8266.7,0.0,141.5,49.98,49.98,49.98,1970.331,22286.424,129.502,7744.4,53.6,5211.99,0.07,14.575,0.0,1.55,153.5
2023-05-07 06:30:00,50.01,-4.4,-144.421,39.595,39.595,0.0,39.595,0.0,0.0,0.0,8266.7,0.0,144.89,42.84,144.89,144.89,1712.739,22286.424,113.598,7761.72,75.36,5211.99,0.08,14.44,0.0,1.73,156.22500000000002
2023-05-07 06:15:00,50.012,-5.28,-42.813,2.176,2.176,0.0,2.176,0.0,0.0,0.0,8266.7,0.0,139.37,42.84,139.37,139.37,1457.438,22286.424,97.846,7626.5,80.96,5211.990000000001,0.08,14.18,0.0,1.68,153.8
2023-05-07 06:00:00,49.995,2.2,-130.678,51.123,51.123,0.0,51.123,0.0,0.0,0.0,8266.7,0.0,156.63,42.84,156.63,156.63,1223.503,22286.424,83.40899999999999,7483.77,75.08,5211.99,0.07,13.685,0.0,1.6324999999999998,162.475
2023-05-07 05:45:00,50.028,-12.32,105.598,-59.323,0.0,0.0,0.0,59.323,52.807,6.516,8266.7,0.0,136.5,44.27,44.27,44.27,1027.055,22286.424,71.233,7370.4,85.47999999999999,5211.99,0.08,13.28,0.0,1.2,147.3
2023-05-07 05:30:00,50.016,-7.04,-127.006,143.631,143.631,126.022,17.609,0.0,0.0,0.0,8266.7,0.0,141.5,44.98,141.5,141.5,833.341,22286.424,58.528,7350.19,98.76,5211.99,0.09,13.21,0.0,1.2925,133.15
2023-05-07 05:15:00,49.992,3.52,-169.983,126.335,126.335,80.761,45.574,0.0,0.0,0.0,8266.7,1.57,151.09,50.68,152.66,152.66,662.8499999999999,22286.424,46.643,7301.37,105.23,5211.99,0.12,12.995,0.0,1.295,118.75
2023-05-07 05:00:00,50.009,-3.96,-41.613,6.453,31.459,31.459,0.0,25.006,8.917,16.089,8266.7,0.0,141.5,-179.1,141.5,141.5,484.816,22286.424,34.405,7194.05,103.74,5211.990000000001,0.0999999999999999,12.785,0.0,1.5175,112.8
2023-05-07 04:45:00,50.016,-7.04,26.568,-4.962,15.925,15.925,0.0,20.887,4.796,16.091,8266.7,0.0,141.5,28.58,28.58,28.58,300.783,22286.424000000003,21.709,7047.78,125.57,5211.99,0.14,12.885000000000002,0.0,1.76,121.8
2023-05-07 04:30:00,50.012,-5.28,-21.318,14.065,17.202,12.754,4.448,3.137,3.137,0.0,8266.7,0.0,141.5,50.68,141.5,141.5,134.173,22286.424,9.88,6914.29,125.28,5211.99,0.14,12.765,0.0,1.6800000000000002,109.775
2023-05-07 04:15:00,50.016,-7.04,-71.507,66.84,96.132,0.435,0.697,29.292,29.27,0.022,8266.7,0.0,141.5,45.41,141.5,141.5,30.207,22286.424,2.325,6776.06,130.29,5211.99,0.14,12.59,0.0,1.685,115.05
2023-05-07 04:00:00,50.006,-2.64,-231.363,81.478,105.019,4.419,0.0,23.541,0.0,23.541,8266.7,2.89,200.0,-126.82,202.89,202.89,0.0,22286.424,0.0,6886.18,140.65,5211.99,0.15,12.465,0.0,1.8825,125.1
2023-05-07 03:45:00,50.001,-0.44,-234.805,126.85,126.85,42.118,24.732,0.0,0.0,0.0,8266.7,2.99,141.5,45.68,144.49,144.49,0.0,22286.424,0.0,6954.27,154.11,5211.99,0.15,12.515,0.0,2.375,115.05
2023-05-07 03:30:00,50.01,-4.4,-193.546,156.077,156.077,150.626,5.451,0.0,0.0,0.0,8266.7,1.13,140.26,45.68,141.39,141.39,0.0,22286.424,0.0,6999.26,160.7,5211.99,0.18,12.355,0.0,1.98,92.5
2023-05-07 03:15:00,50.024,-10.56,-180.546,183.811,183.811,112.508,71.303,0.0,0.0,0.0,8266.7,0.86,162.71,45.68,163.57,163.57,0.0,22286.424,0.0,6913.34,181.68,5211.99,0.19,12.275,0.0,1.54,105.4
2023-05-07 03:00:00,50.028,-12.32,264.261,-137.765,0.0,0.0,0.0,137.765,45.955,91.81,8266.7,0.0,136.5,-259.56,-259.56,-259.56,0.0,22286.424,0.0,6874.99,201.85,5211.99,0.2,12.420000000000002,0.0,2.0475,126.25
2023-05-07 02:45:00,50.024,-10.56,149.594,-4.402,25.063,0.0,25.063,29.465,29.423,0.042,8266.7,0.0,141.5,39.51,39.51,39.51,0.0,22286.424,0.0,6852.71,204.72,5211.99,0.1699999999999999,12.55,0.0,2.15,134.9
2023-05-07 02:30:00,50.017,-7.48,141.725,-43.508,0.0,0.0,0.0,43.508,25.599,17.909,8266.7,0.0,141.5,19.74,19.74,19.74,0.0,22286.424,0.0,7011.73,186.85,5211.99,0.17,12.675,0.0,2.4075,130.9
2023-05-07 02:15:00,50.01,-4.4,65.985,-10.392,33.799,0.0,33.799,44.191,44.191,0.0,8266.7,0.0,152.34,50.7,50.7,50.7,0.0,22286.424,0.0,6867.98,201.97,5211.99,0.17,12.8,0.0,2.305,123.2
2023-05-07 02:00:00,50.016,-7.04,-48.72,-12.623,0.003,0.0,0.003,12.625,1.96,10.665,8266.7,0.0,141.5,48.19,141.5,141.5,0.0,22286.424,0.0,6819.65,160.98000000000002,5211.99,0.15,12.7775,0.0,2.1925,120.625
2023-05-07 01:45:00,50.015,-6.6,15.079,23.847,41.842,37.815,4.027,17.995,17.704,0.291,8266.7,0.0,141.5,50.7,50.7,50.7,0.0,22286.424,0.0,6786.05,148.74,5211.99,0.13,12.675,0.0,1.82,116.9
2023-05-07 01:30:00,49.995,2.2,1.521,-40.29,10.652,10.625,0.027,50.942,42.503,8.439,8266.7,0.0,141.5,49.31,49.31,49.31,0.0,22286.424,0.0,6828.38,145.51999999999998,5211.99,0.13,12.54,0.0,1.78,123.55
2023-05-07 01:15:00,50.001,-0.44,-203.045,96.826,96.826,74.101,22.725,0.0,0.0,0.0,8266.7,2.76,143.23,50.7,145.99,145.99,0.0,22286.424,0.0,6842.27,130.31,5211.99,0.1,12.45,0.0,2.28,123.65
2023-05-07 01:00:00,49.991,3.96,-160.445,95.145,95.145,81.786,13.359,0.0,0.0,0.0,8266.7,1.05,142.32,50.7,143.37,143.37,0.0,22286.424,0.0,6872.96,128.74,5211.99,0.11,12.8725,0.0,2.5075000000000003,113.125
2023-05-07 00:45:00,50.033,-14.52,118.903,-70.95,0.0,0.0,0.0,70.95,53.843,17.107,8266.7,0.0,141.5,35.69,35.69,35.69,0.0,22286.424000000003,0.0,6915.26,127.28,5211.99,0.12,13.075,0.0,2.42,106.65
2023-05-07 00:30:00,50.026,-11.44,-44.601,28.317,28.317,13.917,14.4,0.0,0.0,0.0,8266.7,0.0,141.5,50.7,141.5,141.5,0.0,22286.424,0.0,6964.51,134.08,5211.990000000001,0.12,13.04,0.0,2.13,108.875
2023-05-07 00:15:00,50.008,-3.52,-14.118,4.622,6.931,3.45,3.481,2.309,2.309,0.0,8266.7,0.0,141.5,50.7,141.5,141.5,0.0,22286.424,0.0,6916.39,142.64,5211.99,0.13,13.245,0.0,1.605,107.25
2023-05-07 00:00:00,50.016,-7.04,28.062,-29.945,3.952,1.152,2.8,33.897,33.897,0.0,8266.7,0.0,141.5,50.7,50.7,50.7,0.0,22286.424000000003,0.0,7102.78,131.9,5211.99,0.13,13.425,0.0,1.7425,106.75
2023-05-06 23:45:00,50.016,-7.04,174.44,-93.01,75.0,0.0,0.0,168.01,113.095,54.915,8266.7,0.95,178.49,37.84,36.89,36.89,0.0,22286.424,0.0,7225.02,137.97,5211.99,0.14,13.51,0.0,1.96,124.0
2023-05-06 23:30:00,49.996,1.76,-271.721,317.038,317.038,45.156,76.882,0.0,0.0,0.0,8266.7,5.17,280.79,50.7,285.96,285.96,0.0,22286.424000000003,0.0,7228.97,142.25,5211.99,0.13,13.725,0.0,1.4275,112.925
2023-05-06 23:15:00,49.976,10.56,-27.152,68.331,69.016,27.416,41.6,0.685,0.685,0.0,8266.7,0.0,141.5,50.7,141.5,141.5,0.0,22286.424,0.0,7433.26,148.9,5211.99,0.13,13.82,0.0,1.405,101.25
2023-05-06 23:00:00,50.038,-16.72,21.855,69.918,76.327,9.156,67.171,6.409,6.409,0.0,8266.7,0.0,166.32,50.7,50.7,50.7,0.0,22286.424,0.0,7442.01,135.03,5211.99,0.11,13.8775,0.0,1.4975,73.35
2023-05-06 22:45:00,50.016,-7.04,223.128,-207.109,0.0,0.0,0.0,207.109,89.382,117.727,8266.7,0.0,141.5,-299.92,-299.92,-299.92,0.0,22286.424,0.0,7459.95,130.37,5211.99,0.11,13.945,0.0,1.315,102.05
2023-05-06 22:30:00,50.017,-7.48,-215.95,266.69,266.69,52.504,92.086,0.0,0.0,0.0,8266.7,0.88,229.61,50.7,230.49,230.49,0.0,22286.424,0.0,7522.0,117.83,5211.99,0.11,13.65,0.0,1.57,130.05
2023-05-06 22:15:00,49.991,3.96,14.725,18.654,39.8,0.0,39.8,21.146,21.146,0.0,8266.7,0.0,141.5,50.7,50.7,50.7,0.0,22286.424,0.0,7678.57,103.88,5211.99,0.11,13.55,0.0,1.675,114.4
2023-05-06 22:00:00,49.987,5.72,-111.142,6.94,7.718,6.971,0.747,0.778,0.0,0.778,8266.7,0.0,141.5,46.35,141.5,141.5,0.0,22286.424,0.0,7818.56,89.84,5211.99,0.07,13.7775,0.0,1.7999999999999998,92.075
2023-05-06 21:45:00,50.006,-2.64,-21.42,21.533,24.767,22.653,2.114,3.234,2.95,0.284,8266.7,0.0,139.7,50.7,139.7,139.7,0.0,22286.424,0.0,8051.86,83.78,5211.99,0.08,13.955,0.0,1.62,91.95
2023-05-06 21:30:00,50.019,-8.36,97.648,-86.79,0.0,0.0,0.0,86.79,68.863,17.927,8266.7,0.0,139.7,46.95,46.95,46.95,0.0,22286.424,0.0,8134.12,81.53,5211.99,0.08,13.7825,0.0,2.0575,87.6
2023-05-06 21:15:00,50.019,-8.36,-49.256,59.698,140.543,0.0,0.143,80.844,80.095,0.749,8266.7,0.0,215.89,48.8,215.89,215.89,0.0,22286.424000000003,0.0,8210.27,74.62,5211.99,0.0699999999999999,13.785,0.0,2.3600000000000003,89.05
2023-05-06 21:00:00,50.001,-0.44,-3.804,-33.841,3.685,3.489,0.196,37.526,30.444,7.082,8266.7,0.0,139.7,48.61,139.7,139.7,0.0,22286.424,0.0,8385.1,71.85,5211.99,0.07,13.9775,0.0,1.865,68.175
2023-05-06 20:45:00,50.011,-4.84,-185.542,173.0,174.569,105.321,0.248,1.569,0.0,1.569,8266.7,2.92,202.87,48.8,205.79,205.79,0.0,22286.424000000003,0.0,8312.56,63.39,5211.99,0.07,14.105,0.0,1.93,53.9
2023-05-06 20:30:00,50.02,-8.8,-122.113,60.372,71.277,69.786,1.491,10.904,0.211,10.693,8266.7,0.0,139.7,48.8,139.7,139.7,0.0,22286.424,0.0,8422.68,56.73,5211.990000000001,0.06,14.2375,0.025,1.8825,135.2
2023-05-06 20:15:00,50.006,-2.64,69.383,-64.193,1.265,0.0,1.265,65.458,65.212,0.246,8266.7,0.0,139.7,48.8,48.8,48.8,0.0,22286.424,0.0,8326.15,52.86,5211.99,0.06,14.4,0.0,2.08,208.5
2023-05-06 20:00:00,50.0,0.0,202.59,-200.422,120.1,0.0,0.0,320.522,300.515,20.007,8266.7,2.71,202.87,45.91,43.2,43.2,0.0,22286.424,0.0,8232.33,45.11,5211.99,0.04,14.5225,0.0,1.9325,197.0
2023-05-06 19:45:00,50.012,-5.28,-274.368,230.893,230.893,107.323,49.47,0.0,0.0,0.0,8266.7,3.5,268.0,48.8,271.5,271.5,0.0,22286.424,0.0,8288.36,37.15,5211.99,0.03,14.63,0.0,2.4000000000000004,192.8
